agg,int,catr,circ,nbv,vosp,prof,plan,lartpc,larrout,infra,situ,obs,indemne,tue,hospitalisé,blessé,nb_acc
1,3,3.0,3.0,2.0,0.0,4.0,1.0,0.0,0.0,5.0,1.0,0.0,2,0,0,1,3
1,3,3.0,3.0,3.0,1.0,1.0,1.0,0.0,0.0,5.0,1.0,0.0,1,0,0,1,2
1,3,3.0,3.0,4.0,0.0,2.0,1.0,0.0,74.0,5.0,1.0,0.0,2,0,0,1,3
1,3,3.0,4.0,3.0,0.0,4.0,1.0,0.0,105.0,0.0,1.0,0.0,1,0,2,0,3
1,3,4.0,0.0,0.0,0.0,0.0,1.0,0.0,68.0,0.0,1.0,0.0,1,0,1,0,2
1,3,4.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1
1,3,4.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3,0,0,2,5
1,3,4.0,0.0,2.0,0.0,1.0,1.0,52.0,52.0,0.0,1.0,0.0,2,0,0,4,6
1,3,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,1,2
1,3,4.0,2.0,0.0,0.0,1.0,1.0,0.0,40.0,0.0,1.0,0.0,0,0,1,1,2
1,3,4.0,2.0,0.0,0.0,1.0,1.0,0.0,57.0,0.0,1.0,0.0,1,0,1,0,2
1,3,4.0,2.0,0.0,0.0,1.0,1.0,0.0,60.0,0.0,1.0,0.0,2,0,2,2,6
1,3,4.0,2.0,0.0,0.0,1.0,1.0,49.0,0.0,0.0,1.0,0.0,1,0,1,0,2
1,3,4.0,2.0,0.0,0.0,1.0,1.0,71.0,0.0,0.0,1.0,0.0,3,0,0,1,4
1,3,4.0,2.0,0.0,0.0,1.0,3.0,0.0,52.0,0.0,1.0,0.0,0,0,0,2,2
1,3,4.0,2.0,0.0,0.0,2.0,1.0,0.0,38.0,0.0,1.0,0.0,1,0,1,0,2
1,3,4.0,2.0,0.0,0.0,2.0,2.0,72.0,0.0,5.0,1.0,0.0,1,0,0,1,2
1,3,4.0,2.0,0.0,0.0,2.0,3.0,0.0,46.0,0.0,1.0,0.0,1,0,1,0,2
1,3,4.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1,0,1,0,2
1,3,4.0,2.0,1.0,0.0,2.0,1.0,0.0,28.0,0.0,1.0,0.0,0,0,0,2,2
1,3,4.0,2.0,1.0,0.0,2.0,1.0,0.0,28.0,0.0,1.0,14.0,1,0,0,0,1
1,3,4.0,2.0,1.0,2.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,2,0,0,1,3
1,3,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,1,0,2
1,3,4.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2,0,1,1,4
1,3,4.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,4,0,3,0,7
1,3,4.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,13.0,0,0,0,1,1
1,3,4.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,5.0,1.0,0.0,2,0,1,1,4
1,3,4.0,2.0,2.0,0.0,1.0,1.0,0.0,27.0,0.0,1.0,0.0,1,0,1,0,2
1,3,4.0,2.0,2.0,0.0,1.0,1.0,0.0,33.0,0.0,1.0,0.0,1,0,1,0,2
1,3,4.0,2.0,2.0,0.0,1.0,1.0,0.0,38.0,0.0,1.0,0.0,1,0,1,0,2
1,3,4.0,2.0,2.0,0.0,1.0,1.0,0.0,40.0,0.0,1.0,0.0,2,0,2,0,4
1,3,4.0,2.0,2.0,0.0,1.0,1.0,0.0,43.0,5.0,1.0,0.0,1,0,1,0,2
1,3,4.0,2.0,2.0,0.0,1.0,1.0,0.0,50.0,0.0,1.0,0.0,3,0,1,0,4
1,3,4.0,2.0,2.0,0.0,1.0,1.0,0.0,50.0,5.0,1.0,0.0,2,0,1,1,4
1,3,4.0,2.0,2.0,0.0,1.0,1.0,0.0,55.0,0.0,1.0,0.0,0,0,2,0,2
1,3,4.0,2.0,2.0,0.0,1.0,1.0,0.0,60.0,0.0,1.0,0.0,1,0,1,0,2
1,3,4.0,2.0,2.0,0.0,1.0,1.0,0.0,66.0,0.0,1.0,0.0,1,0,1,1,3
1,3,4.0,2.0,2.0,0.0,1.0,1.0,0.0,70.0,0.0,1.0,0.0,1,0,0,1,2
1,3,4.0,2.0,2.0,0.0,1.0,1.0,0.0,70.0,5.0,1.0,0.0,1,0,0,1,2
1,3,4.0,2.0,2.0,0.0,1.0,1.0,0.0,71.0,5.0,1.0,0.0,2,0,1,0,3
1,3,4.0,2.0,2.0,0.0,1.0,1.0,0.0,140.0,0.0,1.0,0.0,3,0,0,1,4
1,3,4.0,2.0,2.0,0.0,1.0,2.0,0.0,53.0,5.0,1.0,0.0,4,0,1,0,5
1,3,4.0,2.0,2.0,0.0,1.0,2.0,0.0,72.0,0.0,1.0,0.0,1,0,0,0,1
1,3,4.0,2.0,2.0,0.0,1.0,2.0,0.0,72.0,0.0,1.0,12.0,0,0,0,1,1
1,3,4.0,2.0,2.0,0.0,2.0,1.0,0.0,0.0,5.0,1.0,0.0,1,0,1,0,2
1,3,4.0,2.0,2.0,0.0,2.0,1.0,0.0,43.0,0.0,1.0,0.0,2,0,1,0,3
1,3,4.0,2.0,2.0,0.0,2.0,1.0,0.0,60.0,0.0,1.0,0.0,2,0,1,1,4
1,3,4.0,2.0,2.0,0.0,2.0,3.0,0.0,67.0,0.0,1.0,0.0,0,0,0,2,2
1,3,4.0,2.0,2.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,2,0,1,0,3
1,3,4.0,2.0,2.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,11.0,0,0,0,1,1
1,3,4.0,2.0,2.0,0.0,3.0,1.0,0.0,42.0,0.0,1.0,0.0,1,1,0,0,2
1,3,4.0,2.0,2.0,0.0,3.0,1.0,0.0,60.0,0.0,1.0,0.0,2,0,1,0,3
1,3,4.0,2.0,2.0,0.0,3.0,1.0,15.0,200.0,0.0,1.0,0.0,1,0,0,2,3
1,3,4.0,2.0,2.0,0.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0,1,0,0,2,3
1,3,4.0,2.0,4.0,0.0,1.0,1.0,0.0,70.0,5.0,1.0,0.0,3,0,0,2,5
1,3,4.0,3.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,2,0,1,0,3
1,3,9.0,1.0,1.0,0.0,2.0,3.0,0.0,0.0,0.0,1.0,0.0,1,0,0,1,2
1,3,9.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1,0,0,2,3
1,3,9.0,2.0,2.0,3.0,1.0,1.0,65.0,65.0,5.0,1.0,0.0,0,0,0,3,3
1,3,9.0,3.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1,0,1,0,2
1,4,2.0,1.0,1.0,0.0,3.0,1.0,0.0,34.0,3.0,1.0,0.0,0,0,3,0,3
1,4,2.0,2.0,4.0,0.0,1.0,1.0,0.0,70.0,0.0,1.0,0.0,1,0,0,1,2
1,4,2.0,3.0,0.0,1.0,1.0,1.0,74.0,36.0,0.0,1.0,0.0,1,0,1,0,2
1,4,2.0,3.0,3.0,0.0,1.0,3.0,0.0,40.0,3.0,1.0,13.0,0,0,1,0,1
1,4,2.0,3.0,4.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,1,0,0,0,1
1,4,2.0,3.0,4.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,3.0,0,0,0,2,2
1,4,2.0,3.0,4.0,0.0,1.0,1.0,0.0,74.0,5.0,1.0,0.0,1,0,0,1,2
1,4,2.0,3.0,4.0,0.0,2.0,1.0,35.0,70.0,5.0,1.0,0.0,1,0,0,1,2
1,4,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1
1,4,3.0,0.0,0.0,0.0,2.0,2.0,0.0,77.0,0.0,0.0,0.0,1,0,0,1,2
1,4,3.0,1.0,1.0,0.0,0.0,3.0,0.0,52.0,5.0,1.0,0.0,1,0,1,0,2
1,4,3.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,3.0,1.0,0.0,0,0,0,2,2
1,4,3.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,5.0,1.0,0.0,1,0,1,1,3
1,4,3.0,2.0,0.0,0.0,0.0,3.0,0.0,139.0,0.0,0.0,0.0,1,0,0,1,2
1,4,3.0,2.0,0.0,0.0,1.0,1.0,0.0,60.0,0.0,1.0,0.0,0,0,0,2,2
1,4,3.0,2.0,0.0,0.0,1.0,1.0,60.0,0.0,5.0,1.0,0.0,1,0,1,0,2
1,4,3.0,2.0,0.0,0.0,1.0,1.0,70.0,0.0,0.0,1.0,0.0,1,1,1,0,3
1,4,3.0,2.0,0.0,0.0,2.0,2.0,0.0,68.0,0.0,1.0,0.0,1,0,0,0,1
1,4,3.0,2.0,0.0,0.0,2.0,2.0,0.0,68.0,0.0,1.0,14.0,0,0,1,0,1
1,4,3.0,2.0,2.0,0.0,0.0,2.0,0.0,49.0,0.0,0.0,16.0,0,0,1,0,1
1,4,3.0,2.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0,1,1,0,2
1,4,3.0,2.0,2.0,0.0,1.0,0.0,6.0,10.0,5.0,1.0,0.0,0,0,1,1,2
1,4,3.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,5,0,3,2,10
1,4,3.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,5.0,1.0,0.0,1,0,0,1,2
1,4,3.0,2.0,2.0,0.0,1.0,1.0,0.0,51.0,5.0,1.0,0.0,0,0,1,3,4
1,4,3.0,2.0,2.0,0.0,1.0,1.0,0.0,52.0,0.0,1.0,0.0,1,0,1,0,2
1,4,3.0,2.0,2.0,0.0,1.0,1.0,0.0,58.0,5.0,1.0,0.0,2,1,0,2,5
1,4,3.0,2.0,2.0,0.0,1.0,1.0,0.0,60.0,0.0,1.0,0.0,2,0,3,1,6
1,4,3.0,2.0,2.0,0.0,1.0,1.0,0.0,60.0,5.0,1.0,0.0,1,0,1,0,2
1,4,3.0,2.0,2.0,0.0,1.0,1.0,0.0,63.0,0.0,1.0,0.0,1,0,1,0,2
1,4,3.0,2.0,2.0,0.0,1.0,1.0,0.0,67.0,0.0,1.0,0.0,1,0,1,0,2
1,4,3.0,2.0,2.0,0.0,1.0,1.0,0.0,73.0,0.0,1.0,0.0,1,0,1,0,2
1,4,3.0,2.0,2.0,0.0,1.0,1.0,0.0,76.0,5.0,1.0,0.0,1,0,1,0,2
1,4,3.0,2.0,2.0,0.0,1.0,1.0,20.0,100.0,0.0,1.0,0.0,1,0,1,0,2
1,4,3.0,2.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,1,0,1,0,2
1,4,3.0,2.0,2.0,0.0,1.0,2.0,0.0,60.0,0.0,1.0,0.0,0,0,2,0,2
1,4,3.0,2.0,2.0,0.0,1.0,2.0,0.0,67.0,0.0,1.0,0.0,3,1,0,0,4
1,4,3.0,2.0,2.0,0.0,1.0,2.0,0.0,70.0,0.0,1.0,0.0,1,0,0,1,2
1,4,3.0,2.0,2.0,0.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,1,0,1,0,2
1,4,3.0,2.0,2.0,0.0,1.0,3.0,0.0,60.0,5.0,1.0,0.0,0,0,1,0,1
1,4,3.0,2.0,2.0,0.0,2.0,1.0,0.0,82.0,5.0,1.0,0.0,1,0,1,0,2
1,4,3.0,2.0,2.0,0.0,2.0,3.0,0.0,0.0,0.0,3.0,13.0,0,0,1,0,1
1,4,3.0,2.0,2.0,0.0,2.0,3.0,0.0,65.0,0.0,0.0,0.0,1,0,0,1,2
1,4,3.0,2.0,2.0,0.0,2.0,4.0,0.0,69.0,0.0,1.0,0.0,0,0,1,1,2
1,4,3.0,2.0,2.0,0.0,3.0,1.0,0.0,52.0,0.0,1.0,0.0,0,0,1,1,2
1,4,3.0,2.0,2.0,0.0,3.0,1.0,0.0,52.0,0.0,1.0,5.0,2,0,0,0,2
1,4,3.0,2.0,2.0,0.0,3.0,2.0,0.0,53.0,5.0,1.0,0.0,0,0,1,2,3
1,4,3.0,2.0,2.0,0.0,4.0,3.0,0.0,56.0,0.0,1.0,0.0,1,1,0,0,2
1,4,3.0,4.0,3.0,0.0,4.0,0.0,0.0,0.0,5.0,1.0,0.0,1,0,0,1,2
1,4,4.0,0.0,2.0,0.0,2.0,1.0,0.0,70.0,5.0,1.0,0.0,1,1,0,0,2
1,4,4.0,2.0,2.0,0.0,1.0,1.0,0.0,50.0,0.0,1.0,0.0,0,0,0,2,2
1,4,4.0,2.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,1,0,0,1,2
1,4,4.0,2.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,1,1,0,0,2
1,4,4.0,2.0,2.0,0.0,2.0,1.0,0.0,52.0,0.0,1.0,0.0,2,0,1,0,3
1,4,4.0,2.0,2.0,0.0,2.0,1.0,0.0,70.0,5.0,1.0,0.0,1,0,1,0,2
1,4,4.0,2.0,2.0,0.0,3.0,1.0,0.0,29.0,0.0,1.0,0.0,3,0,1,0,4
1,5,2.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,4,0,0,3,7
1,5,2.0,3.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,4,0,0,2,6
1,5,2.0,3.0,3.0,0.0,1.0,1.0,15.0,90.0,0.0,1.0,13.0,2,0,0,2,4
1,5,2.0,3.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,3.0,0,1,0,0,1
1,5,3.0,0.0,1.0,0.0,1.0,1.0,0.0,40.0,5.0,1.0,0.0,1,0,1,0,2
1,5,3.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,1.0,0.0,3,0,1,0,4
1,5,3.0,2.0,1.0,0.0,1.0,3.0,0.0,53.0,0.0,1.0,0.0,0,0,1,0,1
1,5,3.0,2.0,1.0,0.0,1.0,3.0,0.0,53.0,0.0,1.0,13.0,2,0,0,0,2
1,5,3.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2,0,1,0,3
1,5,3.0,2.0,2.0,0.0,1.0,1.0,0.0,64.0,5.0,1.0,0.0,0,1,0,1,2
1,5,3.0,2.0,2.0,0.0,1.0,3.0,0.0,129.0,5.0,1.0,0.0,1,0,1,0,2
1,5,3.0,3.0,2.0,0.0,1.0,1.0,56.0,157.0,5.0,1.0,0.0,1,0,1,0,2
1,5,3.0,3.0,2.0,0.0,2.0,1.0,0.0,130.0,5.0,1.0,0.0,1,1,0,0,2
1,5,4.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,1,1
1,6,1.0,1.0,1.0,0.0,2.0,3.0,0.0,30.0,3.0,0.0,0.0,0,0,1,0,1
1,6,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1,0,0,2,3
1,6,2.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,3.0,1.0,0.0,0,0,0,1,1
1,6,2.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,1.0,0.0,1,0,1,0,2
1,6,2.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,5.0,1.0,0.0,1,0,0,2,3
1,6,2.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,1.0,9.0,0,0,0,1,1
1,6,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0,0,0,4,4
1,6,2.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,5.0,1.0,4.0,1,0,0,2,3
1,6,2.0,1.0,2.0,0.0,1.0,3.0,0.0,0.0,5.0,1.0,16.0,0,0,0,1,1
1,6,2.0,1.0,2.0,0.0,2.0,1.0,0.0,0.0,5.0,1.0,0.0,1,0,0,1,2
1,6,2.0,1.0,2.0,0.0,3.0,3.0,0.0,60.0,3.0,1.0,0.0,0,0,0,1,1
1,6,2.0,1.0,2.0,0.0,3.0,3.0,0.0,60.0,3.0,1.0,16.0,0,0,1,0,1
1,6,2.0,2.0,2.0,0.0,1.0,1.0,0.0,37.0,5.0,1.0,3.0,1,0,1,2,4
1,6,2.0,2.0,2.0,0.0,1.0,3.0,0.0,60.0,5.0,1.0,11.0,0,0,1,0,1
1,6,2.0,3.0,0.0,0.0,1.0,1.0,375.0,75.0,5.0,1.0,14.0,0,0,1,0,1
1,6,2.0,3.0,2.0,0.0,1.0,2.0,0.0,0.0,5.0,1.0,0.0,2,0,0,1,3
1,6,2.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,1,2
1,6,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3,0,1,2,6
1,6,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,12.0,0,0,1,0,1
1,6,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,1.0,0.0,1,0,0,1,2
1,6,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,5.0,0.0,13.0,0,0,1,0,1
1,6,3.0,0.0,0.0,0.0,1.0,1.0,0.0,70.0,5.0,1.0,12.0,0,0,1,0,1
1,6,3.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,1,0,1,0,2
1,6,3.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,5.0,1.0,0.0,0,0,1,0,1
1,6,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0,2
1,6,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,0,0,2,0,2
1,6,3.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2,0,1,1,4
1,6,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0,0,0,0,1,1
1,6,3.0,0.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,2,0,1,1,4
1,6,3.0,0.0,3.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,3.0,0,0,0,1,1
1,6,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0,0,1,0,1
1,6,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,1,0,2
1,6,3.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,5.0,1.0,12.0,0,0,0,1,1
1,6,3.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,5.0,1.0,0.0,0,0,0,1,1
1,6,3.0,1.0,0.0,0.0,1.0,3.0,0.0,90.0,0.0,1.0,0.0,1,0,0,0,1
1,6,3.0,1.0,0.0,0.0,1.0,3.0,0.0,90.0,0.0,1.0,8.0,1,0,0,1,2
1,6,3.0,1.0,0.0,0.0,2.0,3.0,0.0,0.0,3.0,3.0,0.0,0,0,1,0,1
1,6,3.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,5.0,1.0,0.0,1,0,0,1,2
1,6,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1,0,0,1,2
1,6,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,1,0,0,1,2
1,6,3.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,5.0,1.0,0.0,1,0,0,3,4
1,6,3.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,0,0,0,1,1
1,6,3.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,5.0,1.0,0.0,3,0,0,3,6
1,6,3.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,5.0,1.0,0.0,0,0,1,0,1
1,6,3.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,5.0,1.0,16.0,0,0,0,1,1
1,6,3.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0,0,0,1,1
1,6,3.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,5.0,1.0,0.0,2,0,2,0,4
1,6,3.0,1.0,1.0,0.0,1.0,2.0,0.0,15.0,5.0,3.0,0.0,0,0,1,0,1
1,6,3.0,1.0,1.0,0.0,1.0,2.0,0.0,90.0,5.0,0.0,0.0,2,0,0,1,3
1,6,3.0,1.0,1.0,0.0,1.0,2.0,186.0,83.0,5.0,1.0,0.0,1,0,0,1,2
1,6,3.0,1.0,1.0,0.0,1.0,2.0,220.0,100.0,0.0,1.0,0.0,1,0,1,0,2
1,6,3.0,1.0,1.0,0.0,1.0,2.0,400.0,100.0,0.0,1.0,0.0,1,0,0,1,2
1,6,3.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,5.0,1.0,0.0,2,0,0,1,3
1,6,3.0,1.0,1.0,0.0,4.0,2.0,0.0,50.0,5.0,3.0,13.0,1,0,1,0,2
1,6,3.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,5.0,1.0,0.0,1,0,0,1,2
1,6,3.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,1,2
1,6,3.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,5.0,1.0,0.0,0,0,0,3,3
1,6,3.0,1.0,2.0,0.0,1.0,0.0,603.0,92.0,5.0,0.0,2.0,0,0,1,0,1
1,6,3.0,1.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,6,1,0,2,9
1,6,3.0,1.0,2.0,0.0,1.0,2.0,0.0,0.0,5.0,1.0,0.0,9,0,1,7,17
1,6,3.0,1.0,2.0,0.0,1.0,2.0,0.0,0.0,5.0,1.0,8.0,0,0,0,2,2
1,6,3.0,1.0,2.0,0.0,1.0,2.0,0.0,50.0,5.0,1.0,0.0,4,0,0,3,7
1,6,3.0,1.0,2.0,0.0,1.0,2.0,0.0,60.0,5.0,1.0,0.0,1,0,0,1,2
1,6,3.0,1.0,2.0,0.0,1.0,2.0,0.0,60.0,5.0,1.0,12.0,0,0,1,0,1
1,6,3.0,1.0,2.0,0.0,1.0,2.0,0.0,70.0,5.0,1.0,12.0,0,0,1,0,1
1,6,3.0,1.0,2.0,0.0,1.0,2.0,0.0,75.0,5.0,1.0,0.0,1,0,0,1,2
1,6,3.0,1.0,2.0,0.0,1.0,2.0,0.0,80.0,5.0,1.0,0.0,3,0,0,1,4
1,6,3.0,1.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,5.0,0,0,1,0,1
1,6,3.0,1.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,16.0,0,0,0,1,1
1,6,3.0,1.0,2.0,2.0,1.0,2.0,0.0,0.0,5.0,1.0,0.0,1,0,0,1,2
1,6,3.0,1.0,3.0,0.0,1.0,2.0,0.0,0.0,5.0,1.0,0.0,1,0,0,1,2
1,6,3.0,1.0,3.0,2.0,1.0,3.0,0.0,15.0,5.0,1.0,0.0,1,0,1,0,2
1,6,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0,0,1,0,1
1,6,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,1,2
1,6,3.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,5.0,1.0,6.0,0,0,2,0,2
1,6,3.0,2.0,0.0,0.0,0.0,3.0,0.0,60.0,5.0,1.0,0.0,1,0,1,0,2
1,6,3.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,1.0,0.0,1,0,1,2,4
1,6,3.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,5.0,0.0,12.0,0,0,1,0,1
1,6,3.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,5.0,1.0,0.0,2,0,1,2,5
1,6,3.0,2.0,0.0,0.0,1.0,1.0,0.0,60.0,5.0,1.0,0.0,1,0,1,0,2
1,6,3.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,5.0,1.0,0.0,1,0,1,0,2
1,6,3.0,2.0,0.0,0.0,1.0,2.0,0.0,40.0,5.0,1.0,0.0,1,0,1,0,2
1,6,3.0,2.0,0.0,0.0,1.0,2.0,0.0,60.0,5.0,1.0,0.0,1,0,0,1,2
1,6,3.0,2.0,0.0,0.0,1.0,2.0,50.0,70.0,5.0,1.0,0.0,0,0,1,0,1
1,6,3.0,2.0,0.0,0.0,1.0,2.0,70.0,183.0,5.0,3.0,6.0,1,0,2,0,3
1,6,3.0,2.0,0.0,0.0,1.0,3.0,62.0,0.0,5.0,3.0,13.0,0,0,1,0,1
1,6,3.0,2.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,3.0,13.0,1,0,1,0,2
1,6,3.0,2.0,0.0,1.0,0.0,0.0,0.0,170.0,5.0,3.0,13.0,0,0,2,0,2
1,6,3.0,2.0,1.0,0.0,1.0,2.0,150.0,70.0,5.0,1.0,0.0,0,0,1,0,1
1,6,3.0,2.0,1.0,1.0,1.0,2.0,20.0,70.0,5.0,1.0,15.0,0,0,1,0,1
1,6,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1
1,6,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0,0,2,0,2
1,6,3.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,5.0,1.0,0.0,3,0,0,2,5
1,6,3.0,2.0,2.0,0.0,0.0,1.0,70.0,0.0,5.0,1.0,0.0,1,0,1,0,2
1,6,3.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,5.0,1.0,13.0,0,0,1,0,1
1,6,3.0,2.0,2.0,0.0,0.0,2.0,0.0,89.0,5.0,1.0,2.0,0,0,2,0,2
1,6,3.0,2.0,2.0,0.0,0.0,3.0,0.0,100.0,0.0,1.0,0.0,0,0,1,0,1
1,6,3.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,5.0,1.0,16.0,0,0,0,1,1
1,6,3.0,2.0,2.0,0.0,1.0,0.0,0.0,76.0,0.0,1.0,0.0,0,0,0,2,2
1,6,3.0,2.0,2.0,0.0,1.0,0.0,0.0,90.0,5.0,1.0,0.0,1,0,0,1,2
1,6,3.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1
1,6,3.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,4,0,1,3,8
1,6,3.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,8.0,0,0,1,0,1
1,6,3.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,12.0,0,0,0,2,2
1,6,3.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,16.0,0,0,0,2,2
1,6,3.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,13.0,1,0,0,1,2
1,6,3.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,5.0,1.0,0.0,3,0,2,2,7
1,6,3.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,5.0,1.0,2.0,1,0,2,0,3
1,6,3.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,5.0,1.0,13.0,1,0,1,0,2
1,6,3.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,6.0,0.0,0.0,0,0,1,1,2
