agg,int,catr,circ,nbv,vosp,prof,plan,lartpc,larrout,infra,situ,obs,indemne,tue,hospitalisé,blessé,nb_acc
1,1,2.0,3.0,4.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,0,0,1,0,1
1,1,2.0,3.0,4.0,0.0,1.0,2.0,0.0,0.0,0.0,3.0,7.0,0,0,0,1,1
1,1,2.0,3.0,4.0,0.0,1.0,2.0,0.0,0.0,0.0,3.0,13.0,0,0,0,1,1
1,1,2.0,3.0,4.0,0.0,1.0,2.0,15.0,70.0,0.0,3.0,13.0,0,0,1,0,1
1,1,2.0,3.0,4.0,0.0,1.0,2.0,20.0,70.0,0.0,2.0,7.0,1,0,1,0,2
1,1,2.0,3.0,4.0,0.0,1.0,2.0,25.0,70.0,0.0,1.0,0.0,1,0,0,1,2
1,1,2.0,3.0,4.0,0.0,1.0,2.0,29.0,78.0,0.0,1.0,0.0,0,1,0,1,2
1,1,2.0,3.0,4.0,0.0,1.0,2.0,30.0,70.0,0.0,1.0,0.0,0,0,0,1,1
1,1,2.0,3.0,4.0,0.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,1,0,0,2,3
1,1,2.0,3.0,4.0,0.0,1.0,3.0,0.0,0.0,0.0,1.0,3.0,0,1,0,1,2
1,1,2.0,3.0,4.0,0.0,1.0,3.0,0.0,0.0,0.0,1.0,4.0,0,0,1,0,1
1,1,2.0,3.0,4.0,0.0,1.0,3.0,0.0,0.0,2.0,1.0,3.0,0,0,1,0,1
1,1,2.0,3.0,4.0,0.0,1.0,3.0,10.0,125.0,0.0,1.0,0.0,0,0,1,0,1
1,1,2.0,3.0,4.0,0.0,1.0,3.0,17.0,70.0,0.0,1.0,0.0,1,1,0,0,2
1,1,2.0,3.0,4.0,0.0,1.0,3.0,20.0,140.0,0.0,1.0,0.0,1,0,0,2,3
1,1,2.0,3.0,4.0,0.0,1.0,3.0,30.0,72.0,3.0,0.0,3.0,0,0,1,0,1
1,1,2.0,3.0,4.0,0.0,1.0,3.0,32.0,70.0,0.0,1.0,1.0,0,1,0,0,1
1,1,2.0,3.0,4.0,0.0,1.0,3.0,32.0,70.0,0.0,1.0,13.0,0,1,0,0,1
1,1,2.0,3.0,4.0,0.0,1.0,3.0,100.0,70.0,0.0,3.0,0.0,0,1,0,0,1
1,1,2.0,3.0,4.0,0.0,1.0,3.0,100.0,72.0,0.0,0.0,3.0,0,0,1,0,1
1,1,2.0,3.0,4.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,3.0,0,0,1,1,2
1,1,2.0,3.0,4.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,3,0,3,0,6
1,1,2.0,3.0,4.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,13.0,2,0,1,0,3
1,1,2.0,3.0,4.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,14.0,1,0,0,1,2
1,1,2.0,3.0,4.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,16.0,1,0,0,0,1
1,1,2.0,3.0,4.0,0.0,2.0,1.0,0.0,0.0,0.0,2.0,3.0,0,0,0,1,1
1,1,2.0,3.0,4.0,0.0,2.0,1.0,0.0,0.0,0.0,3.0,3.0,0,0,1,3,4
1,1,2.0,3.0,4.0,0.0,2.0,1.0,0.0,0.0,0.0,3.0,13.0,0,0,1,0,1
1,1,2.0,3.0,4.0,0.0,2.0,1.0,0.0,0.0,0.0,3.0,15.0,0,0,1,1,2
1,1,2.0,3.0,4.0,0.0,2.0,1.0,0.0,0.0,3.0,1.0,0.0,0,0,0,3,3
1,1,2.0,3.0,4.0,0.0,2.0,1.0,0.0,36.0,0.0,1.0,3.0,0,0,0,2,2
1,1,2.0,3.0,4.0,0.0,2.0,1.0,0.0,60.0,0.0,3.0,13.0,0,1,0,0,1
1,1,2.0,3.0,4.0,0.0,2.0,1.0,0.0,65.0,0.0,3.0,13.0,0,1,0,0,1
1,1,2.0,3.0,4.0,0.0,2.0,1.0,0.0,67.0,0.0,1.0,0.0,1,0,1,0,2
1,1,2.0,3.0,4.0,0.0,2.0,1.0,0.0,70.0,0.0,1.0,0.0,4,0,0,4,8
1,1,2.0,3.0,4.0,0.0,2.0,1.0,0.0,70.0,0.0,1.0,5.0,1,0,0,1,2
1,1,2.0,3.0,4.0,0.0,2.0,1.0,0.0,70.0,0.0,3.0,13.0,0,0,0,2,2
1,1,2.0,3.0,4.0,0.0,2.0,1.0,0.0,80.0,0.0,1.0,3.0,0,0,3,0,3
1,1,2.0,3.0,4.0,0.0,2.0,1.0,0.0,140.0,0.0,1.0,0.0,1,0,0,3,4
1,1,2.0,3.0,4.0,0.0,2.0,1.0,10.0,150.0,0.0,1.0,0.0,1,1,0,0,2
1,1,2.0,3.0,4.0,0.0,2.0,1.0,10.0,240.0,3.0,2.0,13.0,0,0,1,7,8
1,1,2.0,3.0,4.0,0.0,2.0,1.0,12.0,117.0,0.0,1.0,0.0,1,0,0,2,3
1,1,2.0,3.0,4.0,0.0,2.0,1.0,12.0,117.0,0.0,1.0,1.0,1,0,0,2,3
1,1,2.0,3.0,4.0,0.0,2.0,1.0,12.0,117.0,0.0,1.0,13.0,0,0,0,1,1
1,1,2.0,3.0,4.0,0.0,2.0,1.0,15.0,140.0,0.0,3.0,3.0,0,0,1,0,1
1,1,2.0,3.0,4.0,0.0,2.0,1.0,20.0,70.0,0.0,3.0,2.0,0,0,1,0,1
1,1,2.0,3.0,4.0,0.0,2.0,1.0,20.0,70.0,0.0,3.0,7.0,0,0,1,0,1
1,1,2.0,3.0,4.0,0.0,2.0,1.0,20.0,72.0,0.0,1.0,13.0,1,0,1,0,2
1,1,2.0,3.0,4.0,0.0,2.0,1.0,20.0,210.0,0.0,1.0,0.0,1,0,0,2,3
1,1,2.0,3.0,4.0,0.0,2.0,1.0,20.0,220.0,0.0,2.0,0.0,1,0,0,3,4
1,1,2.0,3.0,4.0,0.0,2.0,1.0,20.0,220.0,0.0,2.0,1.0,0,0,0,1,1
1,1,2.0,3.0,4.0,0.0,2.0,1.0,24.0,77.0,0.0,1.0,0.0,0,1,1,0,2
1,1,2.0,3.0,4.0,0.0,2.0,1.0,24.0,77.0,0.0,1.0,3.0,1,0,0,0,1
1,1,2.0,3.0,4.0,0.0,2.0,1.0,25.0,70.0,0.0,1.0,0.0,5,0,0,2,7
1,1,2.0,3.0,4.0,0.0,2.0,1.0,25.0,70.0,0.0,1.0,13.0,0,0,0,1,1
1,1,2.0,3.0,4.0,0.0,2.0,1.0,25.0,140.0,0.0,1.0,0.0,1,0,0,0,1
1,1,2.0,3.0,4.0,0.0,2.0,1.0,25.0,140.0,0.0,1.0,1.0,0,0,1,0,1
1,1,2.0,3.0,4.0,0.0,2.0,1.0,29.0,70.0,3.0,1.0,3.0,0,0,1,0,1
1,1,2.0,3.0,4.0,0.0,2.0,1.0,30.0,70.0,0.0,1.0,13.0,1,1,0,0,2
1,1,2.0,3.0,4.0,0.0,2.0,1.0,30.0,140.0,0.0,1.0,0.0,1,1,0,0,2
1,1,2.0,3.0,4.0,0.0,2.0,1.0,30.0,181.0,0.0,3.0,6.0,0,0,1,1,2
1,1,2.0,3.0,4.0,0.0,2.0,1.0,32.0,70.0,0.0,1.0,0.0,3,0,1,1,5
1,1,2.0,3.0,4.0,0.0,2.0,1.0,35.0,70.0,0.0,1.0,0.0,1,0,0,1,2
1,1,2.0,3.0,4.0,0.0,2.0,1.0,35.0,70.0,0.0,2.0,1.0,0,1,0,1,2
1,1,2.0,3.0,4.0,0.0,2.0,1.0,35.0,70.0,0.0,3.0,0.0,1,0,0,1,2
1,1,2.0,3.0,4.0,0.0,2.0,1.0,35.0,70.0,0.0,3.0,13.0,3,1,1,0,5
1,1,2.0,3.0,4.0,0.0,2.0,1.0,35.0,70.0,3.0,1.0,1.0,1,0,0,0,1
1,1,2.0,3.0,4.0,0.0,2.0,1.0,35.0,70.0,3.0,1.0,3.0,0,0,1,0,1
1,1,2.0,3.0,4.0,0.0,2.0,1.0,35.0,140.0,0.0,1.0,0.0,0,0,0,1,1
1,1,2.0,3.0,4.0,0.0,2.0,1.0,45.0,70.0,0.0,1.0,0.0,1,0,0,2,3
1,1,2.0,3.0,4.0,0.0,2.0,1.0,45.0,70.0,0.0,1.0,3.0,0,0,0,1,1
1,1,2.0,3.0,4.0,0.0,2.0,1.0,46.0,76.0,0.0,1.0,0.0,8,0,0,0,8
1,1,2.0,3.0,4.0,0.0,2.0,1.0,46.0,76.0,0.0,1.0,16.0,0,3,1,0,4
1,1,2.0,3.0,4.0,0.0,2.0,1.0,50.0,37.0,3.0,1.0,0.0,1,1,0,0,2
1,1,2.0,3.0,4.0,0.0,2.0,1.0,60.0,68.0,0.0,1.0,0.0,3,1,0,3,7
1,1,2.0,3.0,4.0,0.0,2.0,1.0,100.0,0.0,0.0,3.0,13.0,0,0,0,1,1
1,1,2.0,3.0,4.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,3.0,0,1,0,1,2
1,1,2.0,3.0,4.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,4.0,0,0,0,2,2
1,1,2.0,3.0,4.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,3.0,0,0,0,1,1
1,1,2.0,3.0,4.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,13.0,2,0,0,2,4
1,1,2.0,3.0,4.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,14.0,4,0,1,0,5
1,1,2.0,3.0,4.0,0.0,2.0,2.0,0.0,0.0,3.0,3.0,3.0,0,0,1,0,1
1,1,2.0,3.0,4.0,0.0,2.0,2.0,10.0,73.0,0.0,1.0,0.0,1,0,0,1,2
1,1,2.0,3.0,4.0,0.0,2.0,2.0,20.0,73.0,0.0,1.0,4.0,0,1,0,0,1
1,1,2.0,3.0,4.0,0.0,2.0,2.0,20.0,75.0,0.0,3.0,13.0,0,0,2,1,3
1,1,2.0,3.0,4.0,0.0,2.0,2.0,30.0,73.0,0.0,1.0,3.0,0,1,0,0,1
1,1,2.0,3.0,4.0,0.0,2.0,2.0,30.0,73.0,0.0,1.0,13.0,2,0,0,0,2
1,1,2.0,3.0,4.0,0.0,2.0,2.0,30.0,73.0,0.0,1.0,14.0,1,0,0,3,4
1,1,2.0,3.0,4.0,0.0,2.0,3.0,0.0,0.0,0.0,1.0,0.0,0,0,1,1,2
1,1,2.0,3.0,4.0,0.0,2.0,3.0,0.0,0.0,3.0,1.0,13.0,1,0,0,1,2
1,1,2.0,3.0,4.0,0.0,2.0,3.0,0.0,33.0,3.0,3.0,13.0,0,0,1,0,1
1,1,2.0,3.0,4.0,0.0,2.0,3.0,0.0,35.0,0.0,1.0,4.0,1,0,0,1,2
1,1,2.0,3.0,4.0,0.0,2.0,3.0,0.0,35.0,0.0,3.0,16.0,0,0,1,0,1
1,1,2.0,3.0,4.0,0.0,2.0,3.0,0.0,70.0,0.0,3.0,3.0,0,0,0,1,1
1,1,2.0,3.0,4.0,0.0,2.0,3.0,0.0,70.0,2.0,1.0,0.0,0,0,0,1,1
1,1,2.0,3.0,4.0,0.0,2.0,3.0,0.0,71.0,0.0,3.0,13.0,0,0,0,1,1
1,1,2.0,3.0,4.0,0.0,2.0,3.0,10.0,160.0,0.0,3.0,13.0,3,0,1,0,4
1,1,2.0,3.0,4.0,0.0,2.0,3.0,15.0,68.0,0.0,1.0,4.0,0,0,0,1,1
1,1,2.0,3.0,4.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,4,0,0,4,8
1,1,2.0,3.0,4.0,0.0,3.0,1.0,0.0,0.0,0.0,3.0,13.0,0,0,0,1,1
1,1,2.0,3.0,4.0,0.0,3.0,1.0,10.0,70.0,0.0,1.0,0.0,1,0,0,0,1
1,1,2.0,3.0,4.0,0.0,3.0,1.0,10.0,70.0,0.0,1.0,14.0,0,0,2,0,2
1,1,2.0,3.0,4.0,0.0,3.0,1.0,20.0,70.0,0.0,1.0,0.0,2,0,0,0,2
1,1,2.0,3.0,4.0,0.0,3.0,1.0,20.0,70.0,0.0,1.0,1.0,0,0,0,1,1
1,1,2.0,3.0,4.0,0.0,3.0,1.0,20.0,100.0,5.0,1.0,0.0,2,0,0,2,4
1,1,2.0,3.0,4.0,0.0,3.0,1.0,20.0,240.0,0.0,1.0,0.0,2,0,1,0,3
1,1,2.0,3.0,4.0,0.0,3.0,1.0,30.0,75.0,0.0,1.0,0.0,4,0,0,2,6
1,1,2.0,3.0,4.0,0.0,3.0,1.0,30.0,100.0,0.0,1.0,0.0,7,0,0,1,8
1,1,2.0,3.0,4.0,0.0,3.0,1.0,35.0,70.0,0.0,1.0,13.0,0,0,1,0,1
1,1,2.0,3.0,4.0,0.0,3.0,2.0,0.0,0.0,0.0,3.0,13.0,0,0,1,0,1
1,1,2.0,3.0,4.0,0.0,3.0,2.0,0.0,60.0,0.0,1.0,0.0,0,0,0,2,2
1,1,2.0,3.0,4.0,0.0,3.0,2.0,15.0,70.0,0.0,1.0,0.0,1,0,1,0,2
1,1,2.0,3.0,4.0,0.0,3.0,2.0,25.0,71.0,0.0,3.0,13.0,1,0,0,3,4
1,1,2.0,3.0,4.0,0.0,3.0,2.0,33.0,77.0,0.0,3.0,7.0,0,0,0,3,3
1,1,2.0,3.0,4.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,3.0,0,0,0,1,1
1,1,2.0,3.0,4.0,0.0,4.0,1.0,0.0,0.0,3.0,1.0,0.0,3,0,0,2,5
1,1,2.0,3.0,4.0,0.0,4.0,1.0,0.0,91.0,0.0,3.0,3.0,0,0,1,0,1
1,1,2.0,3.0,4.0,0.0,4.0,1.0,20.0,80.0,3.0,3.0,8.0,0,2,0,0,2
1,1,2.0,3.0,4.0,0.0,4.0,1.0,25.0,70.0,0.0,1.0,0.0,0,0,1,0,1
1,1,2.0,3.0,4.0,0.0,4.0,1.0,25.0,70.0,0.0,1.0,3.0,7,0,0,0,7
1,1,2.0,3.0,4.0,0.0,4.0,3.0,0.0,0.0,0.0,2.0,13.0,0,0,0,1,1
1,1,2.0,3.0,4.0,0.0,4.0,3.0,30.0,90.0,2.0,2.0,6.0,0,3,0,0,3
1,1,2.0,3.0,4.0,1.0,1.0,1.0,0.0,70.0,0.0,1.0,5.0,0,0,0,1,1
1,1,2.0,3.0,4.0,1.0,1.0,1.0,0.0,75.0,0.0,1.0,0.0,1,0,0,1,2
1,1,2.0,3.0,4.0,1.0,1.0,1.0,10.0,78.0,2.0,1.0,0.0,1,0,0,0,1
1,1,2.0,3.0,4.0,1.0,1.0,1.0,10.0,78.0,2.0,1.0,1.0,0,0,1,0,1
1,1,2.0,3.0,4.0,1.0,1.0,1.0,15.0,76.0,0.0,5.0,0.0,1,1,0,0,2
1,1,2.0,3.0,4.0,1.0,2.0,1.0,25.0,76.0,0.0,5.0,3.0,0,1,0,0,1
1,1,2.0,3.0,4.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,5,0,0,5,10
1,1,2.0,3.0,4.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0,3.0,1,0,0,0,1
1,1,2.0,3.0,4.0,3.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,2,0,0,0,2
1,1,2.0,3.0,4.0,3.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,0,0,1,0,1
1,1,2.0,3.0,4.0,3.0,1.0,1.0,0.0,70.0,0.0,1.0,0.0,2,1,0,1,4
1,1,2.0,3.0,4.0,3.0,1.0,1.0,12.0,70.0,0.0,2.0,13.0,2,0,4,0,6
1,1,2.0,3.0,4.0,3.0,1.0,1.0,20.0,140.0,0.0,1.0,0.0,4,0,0,1,5
1,1,2.0,3.0,4.0,3.0,1.0,2.0,34.0,144.0,0.0,1.0,4.0,0,0,1,1,2
1,1,2.0,3.0,4.0,3.0,1.0,3.0,0.0,0.0,0.0,1.0,13.0,0,0,0,1,1
1,1,2.0,3.0,4.0,3.0,1.0,3.0,0.0,0.0,3.0,1.0,0.0,1,0,0,1,2
1,1,2.0,3.0,4.0,3.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,1,0,0,1,2
1,1,2.0,3.0,4.0,3.0,2.0,2.0,0.0,75.0,0.0,3.0,13.0,0,1,1,0,2
1,1,2.0,3.0,4.0,3.0,2.0,2.0,10.0,100.0,0.0,3.0,13.0,3,0,1,0,4
1,1,2.0,3.0,4.0,3.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,3,0,1,0,4
1,1,2.0,3.0,4.0,3.0,4.0,3.0,10.0,100.0,0.0,3.0,5.0,0,0,0,1,1
1,1,2.0,3.0,5.0,0.0,1.0,1.0,0.0,37.0,0.0,1.0,0.0,1,0,0,2,3
1,1,2.0,3.0,5.0,0.0,1.0,2.0,500.0,150.0,3.0,1.0,3.0,1,0,0,3,4
1,1,2.0,3.0,6.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0,0,0,1,1
1,1,2.0,3.0,6.0,0.0,1.0,1.0,0.0,0.0,3.0,1.0,0.0,0,0,0,3,3
1,1,2.0,3.0,6.0,3.0,1.0,1.0,0.0,0.0,3.0,1.0,0.0,2,0,0,1,3
1,1,2.0,4.0,2.0,0.0,1.0,1.0,0.0,0.0,3.0,1.0,0.0,0,0,2,0,2
1,1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,2
1,1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0,3,0,3
1,1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0,0,0,1,1
1,1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3,0,1,7,11
1,1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,0,0,0,1,1
1,1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0,0,0,0,1,1
1,1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16.0,0,0,0,1,1
1,1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,16.0,0,0,0,2,2
1,1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0,0,1,0,1
1,1,3.0,0.0,0.0,0.0,0.0,1.0,0.0,32.0,0.0,1.0,0.0,1,1,0,0,2
1,1,3.0,0.0,0.0,0.0,0.0,1.0,0.0,50.0,0.0,1.0,13.0,0,0,1,0,1
1,1,3.0,0.0,0.0,0.0,0.0,1.0,0.0,55.0,0.0,1.0,0.0,1,0,0,0,1
1,1,3.0,0.0,0.0,0.0,0.0,1.0,0.0,55.0,0.0,1.0,13.0,0,1,3,1,5
1,1,3.0,0.0,0.0,0.0,0.0,1.0,0.0,60.0,0.0,1.0,0.0,0,0,6,2,8
1,1,3.0,0.0,0.0,0.0,0.0,1.0,0.0,68.0,0.0,1.0,0.0,2,1,0,0,3
1,1,3.0,0.0,0.0,0.0,0.0,1.0,0.0,70.0,0.0,1.0,13.0,0,0,1,0,1
1,1,3.0,0.0,0.0,0.0,0.0,1.0,8.0,70.0,0.0,3.0,13.0,0,0,1,0,1
1,1,3.0,0.0,0.0,0.0,0.0,3.0,0.0,56.0,0.0,1.0,0.0,0,1,1,0,2
1,1,3.0,0.0,0.0,0.0,0.0,3.0,0.0,70.0,0.0,1.0,0.0,1,0,1,0,2
1,1,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,2
1,1,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,8.0,1,0,1,0,2
1,1,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1,1,1,2,5
1,1,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,3.0,0,0,0,1,1
1,1,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0,0,1,0,1
1,1,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,8.0,0,0,1,0,1
1,1,3.0,0.0,0.0,0.0,1.0,1.0,0.0,40.0,0.0,1.0,2.0,0,0,2,0,2
1,1,3.0,0.0,0.0,0.0,1.0,1.0,0.0,70.0,0.0,1.0,0.0,2,0,3,0,5
1,1,3.0,0.0,0.0,0.0,1.0,1.0,0.0,75.0,0.0,1.0,0.0,4,0,3,0,7
1,1,3.0,0.0,0.0,0.0,1.0,1.0,0.0,80.0,0.0,1.0,0.0,0,0,1,1,2
1,1,3.0,0.0,0.0,0.0,1.0,1.0,54.0,96.0,5.0,1.0,0.0,1,0,1,1,3
1,1,3.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,8.0,0,0,0,1,1
1,1,3.0,0.0,0.0,0.0,1.0,2.0,0.0,57.0,0.0,1.0,0.0,1,0,1,0,2
1,1,3.0,0.0,0.0,0.0,1.0,2.0,24.0,140.0,5.0,1.0,0.0,1,0,1,0,2
1,1,3.0,0.0,0.0,0.0,1.0,2.0,72.0,0.0,0.0,1.0,0.0,0,1,2,0,3
1,1,3.0,0.0,0.0,0.0,1.0,3.0,0.0,48.0,0.0,1.0,0.0,0,0,2,1,3
1,1,3.0,0.0,0.0,0.0,1.0,3.0,0.0,58.0,0.0,1.0,13.0,0,0,1,0,1
1,1,3.0,0.0,0.0,0.0,1.0,3.0,0.0,60.0,0.0,3.0,2.0,0,1,0,0,1
1,1,3.0,0.0,0.0,0.0,2.0,2.0,0.0,64.0,0.0,1.0,12.0,1,0,1,0,2
1,1,3.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,2.0,0,0,0,1,1
1,1,3.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,13.0,0,0,0,2,2
1,1,3.0,0.0,0.0,0.0,3.0,3.0,0.0,60.0,0.0,1.0,0.0,1,1,0,0,2
1,1,3.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,13.0,0,0,0,1,1
1,1,3.0,0.0,0.0,0.0,4.0,1.0,0.0,74.0,0.0,1.0,0.0,1,0,1,0,2
1,1,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,1,1
1,1,3.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,2
1,1,3.0,0.0,1.0,0.0,0.0,3.0,0.0,51.0,0.0,3.0,8.0,0,0,1,2,3
1,1,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,0,0,0,1,1
1,1,3.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,3,0,3,1,7
1,1,3.0,0.0,1.0,0.0,1.0,1.0,0.0,110.0,5.0,1.0,0.0,2,0,0,2,4
1,1,3.0,0.0,1.0,0.0,1.0,2.0,0.0,60.0,0.0,3.0,13.0,1,0,0,1,2
1,1,3.0,0.0,1.0,0.0,1.0,3.0,0.0,30.0,0.0,1.0,0.0,3,0,1,0,4
1,1,3.0,0.0,1.0,0.0,3.0,3.0,0.0,25.0,0.0,3.0,13.0,4,0,1,1,6
1,1,3.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,0,0,1,1,2
1,1,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1
1,1,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,1,2,4
1,1,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0,0,0,2,2
1,1,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0,0,0,1,1,2
1,1,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14.0,2,0,0,0,2
1,1,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,2,0,0,1,3
1,1,3.0,0.0,2.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,2.0,0,1,0,0,1
1,1,3.0,0.0,2.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0,0,0,2,2
1,1,3.0,0.0,2.0,0.0,0.0,0.0,0.0,70.0,3.0,1.0,0.0,1,0,1,0,2
1,1,3.0,0.0,2.0,0.0,0.0,0.0,0.0,71.0,0.0,1.0,0.0,0,0,5,0,5
1,1,3.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,0,4,1,6
1,1,3.0,0.0,2.0,0.0,0.0,1.0,0.0,45.0,0.0,3.0,2.0,1,0,1,0,2
1,1,3.0,0.0,2.0,0.0,0.0,1.0,0.0,59.0,0.0,1.0,0.0,1,0,1,0,2
1,1,3.0,0.0,2.0,0.0,0.0,1.0,0.0,60.0,0.0,0.0,0.0,1,0,1,0,2
1,1,3.0,0.0,2.0,0.0,0.0,1.0,0.0,67.0,0.0,0.0,0.0,0,0,0,1,1
1,1,3.0,0.0,2.0,0.0,0.0,1.0,0.0,67.0,0.0,0.0,16.0,0,0,1,0,1
1,1,3.0,0.0,2.0,0.0,0.0,1.0,0.0,75.0,0.0,1.0,0.0,1,1,0,0,2
1,1,3.0,0.0,2.0,0.0,0.0,1.0,0.0,79.0,0.0,1.0,0.0,1,1,1,0,3
1,1,3.0,0.0,2.0,0.0,0.0,1.0,0.0,91.0,0.0,1.0,0.0,2,1,0,0,3
1,1,3.0,0.0,2.0,0.0,0.0,1.0,0.0,97.0,0.0,1.0,0.0,1,0,1,0,2
1,1,3.0,0.0,2.0,0.0,0.0,1.0,7.0,68.0,0.0,1.0,0.0,0,0,0,3,3
1,1,3.0,0.0,2.0,0.0,0.0,3.0,0.0,63.0,2.0,3.0,6.0,0,1,1,0,2
1,1,3.0,0.0,2.0,0.0,0.0,3.0,0.0,85.0,0.0,1.0,6.0,0,0,0,1,1
1,1,3.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,0,3,7
1,1,3.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,1,0,1,0,2
1,1,3.0,0.0,2.0,0.0,1.0,0.0,0.0,70.0,0.0,1.0,0.0,1,2,3,1,7
1,1,3.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,3,1,6,2,12
1,1,3.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,8.0,0,0,2,0,2
1,1,3.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,13.0,0,0,0,1,1
1,1,3.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,3.0,1.0,0.0,0,0,0,2,2
1,1,3.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,3.0,1.0,9.0,0,0,0,1,1
1,1,3.0,0.0,2.0,0.0,1.0,1.0,0.0,38.0,0.0,1.0,0.0,2,0,1,5,8
1,1,3.0,0.0,2.0,0.0,1.0,1.0,0.0,41.0,0.0,1.0,0.0,0,0,2,0,2
1,1,3.0,0.0,2.0,0.0,1.0,1.0,0.0,46.0,0.0,1.0,16.0,0,1,0,0,1
1,1,3.0,0.0,2.0,0.0,1.0,1.0,0.0,48.0,2.0,1.0,0.0,1,0,1,0,2
1,1,3.0,0.0,2.0,0.0,1.0,1.0,0.0,50.0,0.0,1.0,0.0,1,0,2,0,3
1,1,3.0,0.0,2.0,0.0,1.0,1.0,0.0,54.0,0.0,3.0,13.0,0,0,1,1,2
1,1,3.0,0.0,2.0,0.0,1.0,1.0,0.0,54.0,5.0,1.0,0.0,0,0,1,1,2
